CIF_NO,CNT,REFERENCE_NO,TX_DT,MCHT_CATEGORY,MCHT_NO,MCHT_ENG_NAME,MCHT_CHI_NAME,BIN_TYPE,MCHT_COUNTRY,COUNTRY,CITY,TXN_TYP,DEST_AMT,Mcc_Desc,MCC_Group_Cd,MCC_Group,CUSTOMER_SINCE,CHNL,CHNL_DESC,MCHT_CHI_NAME_CHANGE,MCHT_CHI_NAME_CHANGE_V1,CUST_TYPE,GENDER,Industry_Typ,FLG_AGE,AGE,TOWN_COUNTRY,COTRY_REMARK,CITY_REMARK
1000000875,1,1700007217,23-Feb-17,4131,1312300153,TUNG LIEN,統聯新店站,V,國內,TW,NEW TAIPEI,非網路交易,740,客運,6,行,2017/1/3,7.自來案件,自來案件,統聯新店站,,GENERAL,MALE,醫療服務/衛生保健業,36-40,39.8,新北市新店區,台灣,其他
1000000404,1,1700007218,22-Feb-17,5542,124400265,OIL TUNG,中油－內湖麗山街站自助加油（,V,國內,TW,TAIPEI,網路交易,94,自助加油站,6,行,2016/12/19,1.員工開戶,員工開戶,OIL TAIWAN,內湖麗山街站自助加油（,STAFF,MALE,金融/證券/保險業,31-35,31.4,新北市新店區,台灣,台北市
1000000513,1,1700007219,23-Feb-17,6300,8.12E+11,Mass Mutual Mercuries Lif,三商美邦１１５６０００４７９,V,國內,TW,TAIPEI,網路交易,34882,保險,13,金融服務,2016/12/19,1.員工開戶,員工開戶,三商美邦１１５６０００４７９,,STAFF,FEMALE,金融/證券/保險業,41-45,44.7,新北市新店區,台灣,台北市
1000000920,1,1700007220,18-Feb-17,7922,1010110025,TIXCRAFT,ｔｉｘＣｒａｆｔ售票網,V,國內,TW,TAIPEI,網路交易,1200,戲劇表演承辦,9,娛樂嗜好,2017/1/3,7.自來案件,自來案件,ｔｉｘＣｒａｆｔ售票網,,GENERAL,MALE,金融/證券/保險業,36-40,36.5,台中市西屯區,台灣,台北市
1000000547,1,1700007221,22-Feb-17,5311,8.1277E+11,17Life.com,康太數位整合股份有限公司,V,國內,TW,TAIPEI,網路交易,1059,百貨商店,2,百貨公司,2016/12/19,1.員工開戶,員工開戶,康太數位整合股份有限公司,,STAFF,FEMALE,金融/證券/保險業,46-50,47.7,台北市士林區,台灣,台北市
1000000966,1,1700007222,23-Feb-17,4814,1.0005E+11,FAREAS TONE TELECOM COM,遠傳自動扣款４１５１００４４１９,V,國內,TW,TAIPEI,網路交易,691,傳真通訊,11,3C消費,2017/1/3,5.分行開戶,其他分行,遠傳自動扣款４１５１００４４１９,,GENERAL,FEMALE,退休/家管,60+,61.1,台北市士林區,台灣,台北市
1000000973,1,1700007223,23-Feb-17,5811,8080074247,SPOONFUL,爭鮮迴轉壽司－忠孝店,V,國內,TW,TAIPEI,非網路交易,330,外燴,3,食,2017/1/3,5.分行開戶,其他分行,SPOONFUL,忠孝店,GENERAL,MALE,無業,20-25,21.9,台北市文山區,台灣,台北市
1000001086,1,1700007224,22-Feb-17,4112,8.1277E+11,Taiwan High Speed Rail Co,高鐵智慧型手機Ａｎｄｒｏｉｄ,V,國內,TW,TAIPEI,網路交易,1220,交通,6,行,2017/1/3,4.推薦開戶,SGM,高鐵智慧型手機Ａｎｄｒｏｉｄ,,SGM,MALE,政府官員/民代,41-45,43.8,高雄市新興區,台灣,台北市
1000001123,1,1700007225,23-Feb-17,5542,124400249,OIL TUNG,中油－富陽街站自助加油（Ｄ２,V,國內,TW,TAIPEI,網路交易,117,自助加油站,6,行,2017/1/3,5.分行開戶,其他分行,OIL TAIWAN,富陽街站自助加油（Ｄ２,GENERAL,MALE,餐飲服務/旅遊休閒業,26-30,26.6,台北市信義區,台灣,台北市
1000001192,1,1700007226,23-Feb-17,5411,8080034228,PRESICARRE CORP.-TC,家樂福－土城店一般,V,國內,TW,TAIPEI,非網路交易,142,超級市場,19,量販零售,2017/1/4,7.自來案件,自來案件,家樂福,土城店一般,GENERAL,MALE,金融/證券/保險業,31-35,32.1,新北市中和區,台灣,台北市
1000001221,1,1700007227,23-Feb-17,7011,15800527301,BROTHER HOTEL RESTAURANT,兄弟大飯店股份有限公司,V,國內,TW,TAIPEI,非網路交易,1051,飯店住宿,1,旅遊消費,2017/1/4,7.自來案件,自來案件,兄弟大飯店股份有限公司,,GENERAL,FEMALE,金融/證券/保險業,36-40,39.5,台北市內湖區,台灣,台北市
1000000147,1,1700007228,22-Feb-17,4814,1.20171E+13,Taiwan Mobile 2,台哥大語音繳費,V,國內,TW,TAIPEI,網路交易,499,傳真通訊,11,3C消費,2016/12/19,1.員工開戶,員工開戶,Taiwan Mobile,,STAFF,FEMALE,金融/證券/保險業,36-40,36.9,基隆市信義區,台灣,台北市
1000000280,1,1700007229,23-Feb-17,5541,222401244,OIL TAIWAN,中油－高雄中正三路站（Ｄ５１,V,國內,TW,KAOHSIUNG,非網路交易,964,加油站,6,行,2016/12/19,1.員工開戶,員工開戶,OIL TAIWAN,高雄中正三路站（Ｄ５１,STAFF,FEMALE,金融/證券/保險業,36-40,39,高雄市新興區,台灣,高雄市
1000001249,1,1700007230,23-Feb-17,5399,8.1277E+11,GreenWorld Technologies C,綠界科技－中華國際通訊網路股份,V,國內,TW,TAIPEI,網路交易,490,其他綜合零售,19,量販零售,2017/1/4,7.自來案件,自來案件,綠界科技,中華國際通訊網路股份,GENERAL,MALE,金融/證券/保險業,36-40,35.3,新北市永和區,台灣,台北市
1000000675,1,1700007231,23-Feb-17,5621,1302421852,TUNG CHI,潼錡服飾店,V,國內,TW,TAIPEI,非網路交易,2397,女裝,4,衣服配件,2016/12/19,1.員工開戶,員工開戶,潼錡服飾店,,STAFF,FEMALE,金融/證券/保險業,26-30,27.9,新北市板橋區,台灣,台北市
1000001309,1,1700007232,22-Feb-17,4112,8.1277E+11,Taiwan High Speed Rail Co,高鐵ＥＣ,V,國內,TW,TAIPEI,網路交易,395,交通,6,行,2017/1/4,7.自來案件,自來案件,高鐵ＥＣ,,GENERAL,FEMALE,學生,20-25,22.3,屏東縣里港鄉,台灣,台北市
1000000154,1,1700007233,22-Feb-17,7372,8080192740,"SHOPEE (TAIWAN) CO.,LT",蝦皮拍賣,V,國內,TW,TAIPEI,網路交易,195,電商服務,21,電商網購,2016/12/19,1.員工開戶,員工開戶,蝦皮,,STAFF,FEMALE,金融/證券/保險業,31-35,32.9,台南市南區,台灣,台北市
1000001146,1,1700007234,23-Feb-17,5541,6222404596,OIL TAIWAN,中油－鹽水站（Ｄ４３４７）,V,國內,TW,TAINAN,非網路交易,50,加油站,6,行,2017/1/3,7.自來案件,自來案件,OIL TAIWAN,鹽水站（Ｄ４３４７）,GENERAL,MALE,製造/營造業,36-40,35.3,嘉義縣義竹鄉,台灣,台南市
1000001349,1,1700007235,22-Feb-17,5411,1.00396E+11,AI KUO,愛國超市－康莊店,V,國內,TW,KAOHSIUNG,非網路交易,99,超級市場,19,量販零售,2017/1/4,5.分行開戶,其他分行,愛國超市－,康莊店,GENERAL,MALE,餐飲服務/旅遊休閒業,36-40,39.7,高雄市左營區,台灣,高雄市
1000001349,1,1700007236,23-Feb-17,5411,8080034517,PRESICARRE CORP.-DS,家樂福－鼎山店一般,V,國內,TW,KAOHSIUNG,非網路交易,267,超級市場,19,量販零售,2017/1/4,5.分行開戶,其他分行,家樂福,鼎山店一般,GENERAL,MALE,餐飲服務/旅遊休閒業,36-40,39.7,高雄市左營區,台灣,高雄市
1000001379,1,1700007237,23-Feb-17,5411,8080410045,SHIMAMURA.GR.JP,思夢樂－湖口店,V,國內,TW,HSINCHU,非網路交易,138,超級市場,19,量販零售,2017/1/4,7.自來案件,自來案件,思夢樂－,湖口店,GENERAL,MALE,批發/零售業,31-35,34.1,台中市神岡區,台灣,新竹市
1000001401,1,1700007238,7-Feb-17,5571,8.12001E+11,KYMCO,昶誠機車行,V,國內,TW,TAICHUNG,非網路交易,1950,機車經銷,6,行,2017/1/5,5.分行開戶,其他分行,昶誠機車行,,GENERAL,MALE,軍/警/公/教,26-30,29.4,台中市沙鹿區,台灣,台中市
1000000460,1,1700007239,23-Feb-17,5812,8.07386E+14,Tai Chih Yun,泰之雲－瑞光門市,V,國內,TW,TAIPEI,非網路交易,2705,餐廳,3,食,2016/12/19,1.員工開戶,員工開戶,泰之雲－,瑞光門市,STAFF,MALE,金融/證券/保險業,46-50,49.3,新北市板橋區,台灣,台北市
1000001303,1,1700007240,23-Feb-17,5812,106901354,TU CHENG,好食城商場－順成麵包,V,國內,TW,TAIPEI,非網路交易,60,餐廳,3,食,2017/1/4,7.自來案件,自來案件,好食城商場－,順成麵包,GENERAL,MALE,學生,31-35,34.8,台北市中正區,台灣,台北市
1000001303,1,1700007241,23-Feb-17,5812,106901143,TU CHENG,好食城商場－中一排骨,V,國內,TW,TAIPEI,非網路交易,145,餐廳,3,食,2017/1/4,7.自來案件,自來案件,好食城商場－,中一排骨,GENERAL,MALE,學生,31-35,34.8,台北市中正區,台灣,台北市
1000001469,1,1700007242,23-Feb-17,5812,8.12E+11,TOAST BOX,台灣大食代餐飲有限公司ＴＯＡＳＴ　ＢＯＸ,V,國內,TW,TAIPEI,非網路交易,265,餐廳,3,食,2017/1/5,7.自來案件,自來案件,台灣大食代餐飲有限公司ＴＯＡＳＴ　ＢＯＸ,,GENERAL,FEMALE,資訊科技業,41-45,42.3,台北市內湖區,台灣,台北市
1000000304,1,1700007243,23-Feb-17,5499,103902778,TUNG CHIEN,聖德科斯－內湖文德門市,V,國內,TW,TAIPEI,非網路交易,236,速食店菜市場,3,食,2016/12/19,1.員工開戶,員工開戶,聖德科斯－,內湖文德門市,STAFF,MALE,金融/證券/保險業,36-40,37.5,台北市內湖區,台灣,台北市
1000001698,1,1700007244,23-Feb-17,5541,1322401468,CHUNG YANG,重陽橋加油站（股）公司,V,國內,TW,TAIPEI,非網路交易,123,加油站,6,行,2017/1/6,7.自來案件,自來案件,重陽橋加油站（股）公司,,GENERAL,FEMALE,資訊科技業,20-25,24.2,新北市三重區,台灣,台北市
1000001731,1,1700007245,23-Feb-17,5399,1.00413E+11,MEI HUA TAI,美華泰流行生活館－桃園內壢店,V,國內,TW,TAOYAN,非網路交易,908,其他綜合零售,19,量販零售,2017/1/7,7.自來案件,自來案件,美華泰流行生活館－,桃園內壢店,GENERAL,MALE,資訊科技業,36-40,39,桃園市楊梅區,台灣,其他
1000001731,1,1700007246,23-Feb-17,7538,4.45038E+12,HE YI,合益汽車商行,V,國內,TW,TaoyuanCounty,非網路交易,7000,汽車服務,6,行,2017/1/7,7.自來案件,自來案件,合益汽車商行,,GENERAL,MALE,資訊科技業,36-40,39,桃園市楊梅區,台灣,其他
1000002002,1,1700007247,17-Feb-17,5969,130007021,yahooinc,港商雅虎資訊（股）台灣分公司,V,國內,TW,TAIPEI,非網路交易,133,其他直銷商戶,16,郵購,2017/1/10,5.分行開戶,其他分行,YAHOO,,GENERAL,FEMALE,批發/零售業,31-35,31.8,台中市北區,台灣,台北市
1000002025,1,1700007248,23-Feb-17,5942,114002327,ESLITE,誠品信義旗艦店,V,國內,TW,TAIPEI,非網路交易,640,書店,7,文教,2017/1/10,7.自來案件,自來案件,ESLITE,,GENERAL,FEMALE,退休/家管,31-35,31.7,台北市士林區,台灣,台北市
1000000552,1,1700007249,23-Feb-17,5944,6.23033E+12,PAI DI ER ZHONG BIAO G,派迪爾鐘錶股份有限公司,V,國內,TW,Taipei City,非網路交易,6850,珠寶/手錶,4,衣服配件,2016/12/19,1.員工開戶,員工開戶,派迪爾鐘錶股份有限公司,,STAFF,FEMALE,金融/證券/保險業,20-25,24.1,台北市松山區,台灣,台北市
1000002138,1,1700007250,22-Feb-17,6300,1010840017,CATHAY CENTURYINSURANCE,國泰世紀產險,V,國內,TW,TAIPEI,網路交易,3850,保險,13,金融服務,2017/1/14,7.自來案件,自來案件,國泰世紀產險,,GENERAL,FEMALE,退休/家管,20-25,24.3,台北市中山區,台灣,台北市
1000002163,1,1700007251,22-Feb-17,4112,130004079,TAIWAN RAILWAY,ｒａｉｌｗａｙ,V,國內,TW,TAIPEI,非網路交易,433,交通,6,行,2017/1/15,7.自來案件,自來案件,台灣鐵路,,GENERAL,MALE,軍/警/公/教,26-30,25.4,台南市東山區,台灣,台北市
1000001515,1,1700007252,23-Feb-17,5399,1211120040,WATSONS-S0322,屈臣氏Ｓ０３２２海佃店,V,國內,TW,TAINAN,非網路交易,394,其他綜合零售,19,量販零售,2017/1/5,2.薪轉開發,薪轉開發,WATSONS,,PAYROLL,FEMALE,金融/證券/保險業,36-40,37.3,台南市安南區,台灣,台南市
1000001515,1,1700007253,23-Feb-17,5311,8080213750,POYA,寶雅生活館台南文賢店,V,國內,TW,TAINAN,非網路交易,587,百貨商店,2,百貨公司,2017/1/5,2.薪轉開發,薪轉開發,POYA,,PAYROLL,FEMALE,金融/證券/保險業,36-40,37.3,台南市安南區,台灣,台南市
1000001515,1,1700007254,23-Feb-17,5541,6222403351,CHIEN YUCH,千越加油站－海佃站,V,國內,TW,TAINAN,非網路交易,108,加油站,6,行,2017/1/5,2.薪轉開發,薪轉開發,千越加油站－,海佃站,PAYROLL,FEMALE,金融/證券/保險業,36-40,37.3,台南市安南區,台灣,台南市
1000002170,1,1700007255,23-Feb-17,5541,6322402786,CHIEN YUCH,千越加油站實業股份有限公司鳳,V,國內,TW,KAOHSIUNG,非網路交易,169,加油站,6,行,2017/1/15,7.自來案件,自來案件,千越加油站實業股份有限公司鳳,,GENERAL,FEMALE,軍/警/公/教,41-45,43.8,高雄市鳳山區,台灣,高雄市
1000002141,1,1700007256,23-Feb-17,5411,8080532399,PRESICARRE CORP.-BA,家樂福－八德店一般,V,國內,TW,TAOYUAN,非網路交易,65,超級市場,19,量販零售,2017/1/14,7.自來案件,自來案件,家樂福,八德店一般,GENERAL,FEMALE,退休/家管,51-55,51.9,桃園市八德區,台灣,桃園市
1000002141,1,1700007257,23-Feb-17,5411,8.12331E+11,750101 RT-Mart,大潤發八德店,V,國內,TW,TAOYUAN,非網路交易,270,超級市場,19,量販零售,2017/1/14,7.自來案件,自來案件,大潤發,,GENERAL,FEMALE,退休/家管,51-55,51.9,桃園市八德區,台灣,桃園市
1000001883,1,1700007258,23-Feb-17,5542,124400503,TZU YANG,紫陽加油站股份有限公司,V,國內,TW,TAIPEI,網路交易,29,自助加油站,6,行,2017/1/9,2.薪轉開發,薪轉開發,紫陽加油站股份有限公司,,PAYROLL,FEMALE,金融/證券/保險業,31-35,30.9,台北市內湖區,台灣,台北市
1000001601,1,1700007259,23-Feb-17,5814,8.12E+11,MIACUCINA,ＭＩＡＣＵＣＩＮＡ（內湖店）,V,國內,TW,TAIPEI,非網路交易,1015,速食餐廳,3,食,2017/1/5,2.薪轉開發,薪轉開發,ＭＩＡＣＵＣＩＮＡ（內湖店）,,PAYROLL,FEMALE,金融/證券/保險業,31-35,34.8,台北市內湖區,台灣,台北市
1000002284,1,1700007260,23-Feb-17,5541,6422401732,OIL TAIWAN,中油－屏東大豐站（Ｄ５１７Ｋ,V,國內,TW,PINGTUNG,非網路交易,105,加油站,6,行,2017/1/22,7.自來案件,自來案件,OIL TAIWAN,屏東大豐站（Ｄ５１７Ｋ,GENERAL,FEMALE,無業,31-35,31.4,屏東縣屏東市,台灣,屏東縣
1000002152,1,1700007261,23-Feb-17,5542,1324400599,TIE DIEN,堤頂加油站－自助加油,V,國內,TW,NEWTAIPEI,網路交易,154,自助加油站,6,行,2017/1/15,7.自來案件,自來案件,堤頂加油站－,自助加油,GENERAL,MALE,軍/警/公/教,31-35,34.2,新北市三重區,台灣,其他
1000002315,1,1700007262,22-Feb-17,7372,8080192740,"SHOPEE (TAIWAN) CO.,LT",蝦皮拍賣,V,國內,TW,TAIPEI,網路交易,20,電商服務,21,電商網購,2017/1/25,7.自來案件,自來案件,蝦皮,,GENERAL,MALE,批發/零售業,31-35,33.2,高雄市三民區,台灣,台北市
1000002404,1,1700007263,22-Feb-17,5399,133301378,LINEPAY*SYSTEXCorporati,連加＊禮品小舖－ＳＹＳ,V,國內,TW,Taipei,網路交易,24,其他綜合零售,19,量販零售,2017/2/3,5.分行開戶,其他分行,連加＊禮品小舖－,ＳＹＳ,GENERAL,MALE,餐飲服務/旅遊休閒業,20-25,23.3,南投縣草屯鎮,台灣,台北市
1000002404,1,1700007264,22-Feb-17,5399,133301378,LINEPAY*SYSTEXCorporati,連加＊禮品小舖－ＳＹＳ,V,國內,TW,Taipei,網路交易,372,其他綜合零售,19,量販零售,2017/2/3,5.分行開戶,其他分行,連加＊禮品小舖－,ＳＹＳ,GENERAL,MALE,餐飲服務/旅遊休閒業,20-25,23.3,南投縣草屯鎮,台灣,台北市
1000002417,1,1700007265,23-Feb-17,5411,8080034404,PRESICARRE CORP.-ZH,家樂福－彰化店一般,V,國內,TW,CHANGHUA,非網路交易,1110,超級市場,19,量販零售,2017/2/4,5.分行開戶,其他分行,家樂福,彰化店一般,GENERAL,MALE,餐飲服務/旅遊休閒業,26-30,27.8,彰化縣彰化市,台灣,彰化縣
1000002438,1,1700007266,23-Feb-17,5942,114004550,THE ESLITE SPECTRUM,誠品生活股份有限公司松山分公,V,國內,TW,TAIPEI,非網路交易,552,書店,7,文教,2017/2/6,4.推薦開戶,SGM,ESLITE,,SGM,FEMALE,資訊科技業,41-45,42.2,新北市新莊區,台灣,台北市
1000002442,1,1700007267,23-Feb-17,5542,1524400063,CPC,中油竹東站自助加油站,V,國內,TW,SHINJU,網路交易,98,自助加油站,6,行,2017/2/7,7.自來案件,自來案件,OIL TAIWAN,,GENERAL,MALE,醫療服務/衛生保健業,31-35,33.8,新竹縣竹東鎮,台灣,其他
1000002468,1,1700007268,22-Feb-17,7372,8080192740,"SHOPEE (TAIWAN) CO.,LT",蝦皮拍賣,V,國內,TW,TAIPEI,網路交易,413,電商服務,21,電商網購,2017/2/8,7.自來案件,自來案件,蝦皮,,GENERAL,FEMALE,學生,20-25,21.2,台南市永康區,台灣,台北市
1000002475,1,1700007269,23-Feb-17,5499,7.27735E+12,LEEZEN,里仁彰化三民店,V,國內,TW,CH,非網路交易,261,速食店菜市場,3,食,2017/2/8,7.自來案件,自來案件,里仁彰化三民店,,GENERAL,FEMALE,醫療服務/衛生保健業,31-35,33.8,彰化縣彰化市,台灣,其他
1000002570,1,1700007270,22-Feb-17,7372,8080192740,"SHOPEE (TAIWAN) CO.,LT",蝦皮拍賣,V,國內,TW,TAIPEI,網路交易,21400,電商服務,21,電商網購,2017/2/14,7.自來案件,自來案件,蝦皮,,GENERAL,MALE,學生,26-30,25.7,彰化縣芳苑鄉,台灣,台北市
1000001319,1,1700007274,24-Feb-17,5411,1060008612,COLD STORAGE-VIVO CITY,,V,國外,SG,SINGAPORE,非網路交易,66,超級市場,19,量販零售,2017/1/4,7.自來案件,自來案件,COLD STORAGE-VIVO CITY,,GENERAL,MALE,專業人員-律師/會計師,46-50,49.3,台南市安南區,新加坡,SINGAPORE
1000001319,1,1700007276,24-Feb-17,5411,1060009610,GIANT VIVO CITY,,V,國外,SG,SINGAPORE,非網路交易,257,超級市場,19,量販零售,2017/1/4,7.自來案件,自來案件,GIANT VIVO CITY,,GENERAL,MALE,專業人員-律師/會計師,46-50,49.3,台南市安南區,新加坡,SINGAPORE
1000001319,1,1700007278,24-Feb-17,5411,1060009610,GIANT VIVO CITY,,V,國外,SG,SINGAPORE,非網路交易,670,超級市場,19,量販零售,2017/1/4,7.自來案件,自來案件,GIANT VIVO CITY,,GENERAL,MALE,專業人員-律師/會計師,46-50,49.3,台南市安南區,新加坡,SINGAPORE
1000001319,1,1700007280,24-Feb-17,6540,1050593573,TRANSIT 30000163007799,,V,國外,SG,SINGAPORE,非網路交易,219,其他,1,旅遊消費,2017/1/4,7.自來案件,自來案件,TRANSIT 30000163007799,,GENERAL,MALE,專業人員-律師/會計師,46-50,49.3,台南市安南區,新加坡,SINGAPORE
1000001319,1,1700007282,23-Feb-17,5814,8.88E+14,MCDONALD'S (CTP2),,V,國外,SG,SINGAPORE,非網路交易,18,速食餐廳,3,食,2017/1/4,7.自來案件,自來案件,MCDONALD'S (CTP2),,GENERAL,MALE,專業人員-律師/會計師,46-50,49.3,台南市安南區,新加坡,SINGAPORE
1000001319,1,1700007283,23-Feb-17,5814,8.88E+14,MCDONALD'S (CTP2),,V,國外,SG,SINGAPORE,非網路交易,18,速食餐廳,3,食,2017/1/4,7.自來案件,自來案件,MCDONALD'S (CTP2),,GENERAL,MALE,專業人員-律師/會計師,46-50,49.3,台南市安南區,新加坡,SINGAPORE
1000000550,1,1700007284,24-Feb-17,4121,2.57916E+14,UBER BV,,V,國外,NL,800-592-8996,網路交易,520,小型巴士計程車(含Uber),6,行,2016/12/19,1.員工開戶,員工開戶,UBER,,STAFF,MALE,金融/證券/保險業,26-30,26.2,新北市板橋區,荷蘭,800-592-8996
1000000844,1,1700007286,24-Feb-17,7399,1.88834E+14,GOOGLE *Google Storage,,V,國外,GB,g.co/payhelp#,網路交易,160,GooglePlay服務,20,科技金融服務,2017/1/3,7.自來案件,自來案件,GOOGLE *Google Storage,,GENERAL,MALE,批發/零售業,36-40,37.9,新北市新莊區,英國,g.co/payhelp#
1000000885,1,1700007290,22-Feb-17,5732,6.275E+12,BIC CAMERA NANBA,,V,國外,JP,OSAKA,非網路交易,1420,家電,11,3C消費,2017/1/3,7.自來案件,自來案件,BIC CAMERA NANBA,,GENERAL,MALE,學生,20-25,22.8,新北市三峽區,日本,OSAKA
1000000101,1,1700007294,23-Feb-17,7011,22220033195,"DUSIT THANI,BANGKOK",,V,國外,TH,BANGKOK,非網路交易,21564,飯店住宿,1,旅遊消費,2016/12/19,1.員工開戶,員工開戶,"DUSIT THANI,BANGKOK",,STAFF,MALE,金融/證券/保險業,46-50,45.3,台北市文山區,泰國,BANGKOK
1000001422,1,1700007296,24-Feb-17,5411,9465744878,SPAR PARTNER MARKET LO,,V,國外,HU,BUDAPEST,非網路交易,71,超級市場,19,量販零售,2017/1/5,7.自來案件,自來案件,SPAR PARTNER MARKET LO,,GENERAL,MALE,學生,26-30,29.3,雲林縣虎尾鎮,匈牙利共和國,BUDAPEST
1000001949,1,1700007298,24-Feb-17,3099,10667066,CATHAY PACIFIC      06600,,V,國外,HK,HONG KONG,網路交易,8871,航空公司,1,旅遊消費,2017/1/9,2.薪轉開發,薪轉開發,CATHAY PACIFIC      06600,,PAYROLL,MALE,金融/證券/保險業,46-50,47,台北市文山區,香港,HONG KONG
1000001949,1,1700007300,24-Feb-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,240,唱片,9,娛樂嗜好,2017/1/9,2.薪轉開發,薪轉開發,ITUNES,,PAYROLL,MALE,金融/證券/保險業,46-50,47,台北市文山區,盧森堡,ITUNES.COM
1000002261,1,1700007302,24-Feb-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,1190,唱片,9,娛樂嗜好,2017/1/20,7.自來案件,自來案件,ITUNES,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,盧森堡,ITUNES.COM
1000002179,1,1700007304,24-Feb-17,4511,9976633,SCOOT PTE LT00000000U8V89,,V,國內,TW,TAOYUAN CITY,網路交易,14886,航空公司,1,旅遊消費,2017/1/16,7.自來案件,自來案件,SCOOT PTE LT00000000U8V89,,GENERAL,FEMALE,製造/營造業,31-35,32,台北市中山區,台灣,桃園市
1000002539,1,1700007305,24-Feb-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,120,唱片,9,娛樂嗜好,2017/2/12,7.自來案件,自來案件,ITUNES,,GENERAL,MALE,軍/警/公/教,26-30,26.3,高雄市鳳山區,盧森堡,ITUNES.COM
1000002539,1,1700007307,24-Feb-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,570,唱片,9,娛樂嗜好,2017/2/12,7.自來案件,自來案件,ITUNES,,GENERAL,MALE,軍/警/公/教,26-30,26.3,高雄市鳳山區,盧森堡,ITUNES.COM
1000002539,1,1700007309,24-Feb-17,5999,1.38722E+14,PAYPAL *SPOTIFY,,V,國外,GB,35314369001,網路交易,894,其他專門零售店,22,未歸類,2017/2/12,7.自來案件,自來案件,PAYPAL *SPOTIFY,,GENERAL,MALE,軍/警/公/教,26-30,26.3,高雄市鳳山區,英國,35314369001
1000002539,1,1700007311,24-Feb-17,5999,1.38722E+14,PAYPAL *SPOTIFY,,V,國外,GB,35314369001,網路交易,894,其他專門零售店,22,未歸類,2017/2/12,7.自來案件,自來案件,PAYPAL *SPOTIFY,,GENERAL,MALE,軍/警/公/教,26-30,26.3,高雄市鳳山區,英國,35314369001
1000002539,1,1700007313,24-Feb-17,5999,1.38722E+14,PAYPAL *SPOTIFY,,V,國外,GB,35314369001,網路交易,149,其他專門零售店,22,未歸類,2017/2/12,7.自來案件,自來案件,PAYPAL *SPOTIFY,,GENERAL,MALE,軍/警/公/教,26-30,26.3,高雄市鳳山區,英國,35314369001
1000002539,1,1700007315,24-Feb-17,5999,1.38722E+14,PAYPAL *SPOTIFY,,V,國外,GB,35314369001,網路交易,149,其他專門零售店,22,未歸類,2017/2/12,7.自來案件,自來案件,PAYPAL *SPOTIFY,,GENERAL,MALE,軍/警/公/教,26-30,26.3,高雄市鳳山區,英國,35314369001
1000002539,1,1700007317,24-Feb-17,7372,2.23826E+14,PAYPAL *GROUPEES,,V,國外,US,4029357733,網路交易,48,電商服務,21,電商網購,2017/2/12,7.自來案件,自來案件,PAYPAL *GROUPEES,,GENERAL,MALE,軍/警/公/教,26-30,26.3,高雄市鳳山區,美國,4029357733
1000001113,1,1700007319,25-Feb-17,5311,101013499,TUNG YI BAI HUA  13499,統一時代百貨台北店,V,國內,TW,TAIPEI CITY,非網路交易,3110,百貨商店,2,百貨公司,2017/1/3,5.分行開戶,其他分行,統一時代百貨台北店,,GENERAL,MALE,製造/營造業,60+,67.4,台北市文山區,台灣,台北市
1000002552,1,1700007320,25-Feb-17,5309,1400100248,SHEN HENG CHANG 00248,昇恒昌（股）公司桃園免稅店分公司,V,國內,TW,TAOYUAN CITY,非網路交易,2720,免稅商店,1,旅遊消費,2017/2/13,5.分行開戶,其他分行,昇恒昌,,GENERAL,FEMALE,金融/證券/保險業,41-45,44.2,台北市中正區,台灣,桃園市
1000000500,1,1700007321,25-Feb-17,5311,101013092,SOGO  13092,太平洋崇光百貨股份有限公司,V,國內,TW,TAIPEI CITY,非網路交易,1400,百貨商店,2,百貨公司,2016/12/19,1.員工開戶,員工開戶,sogo百貨,,STAFF,FEMALE,金融/證券/保險業,36-40,35.8,新北市汐止區,台灣,台北市
1000000437,1,1700007322,25-Feb-17,5462,103201571,AN NI,安妮（艸果）子工房股份有限公司,V,國內,TW,TAIPEI CITY,非網路交易,2000,麵包店,3,食,2016/12/19,1.員工開戶,員工開戶,安妮（艸果）子工房股份有限公司,,STAFF,MALE,金融/證券/保險業,46-50,45.4,台北市中山區,台灣,台北市
1000000439,1,1700007323,24-Feb-17,5812,105900217,MEI LI HUA 00217,美麗華百樂園（餐廳）,V,國內,TW,TAIPEI CITY,非網路交易,560,餐廳,3,食,2016/12/19,1.員工開戶,員工開戶,美麗華,,STAFF,MALE,金融/證券/保險業,31-35,34.2,台北市北投區,台灣,台北市
1000000350,1,1700007324,24-Feb-17,5812,105900233,JING JAN,京站時尚廣場（餐飲）,V,國內,TW,TAIPEI CITY,非網路交易,10335,餐廳,3,食,2016/12/19,1.員工開戶,員工開戶,京站時尚廣場（餐飲）,,STAFF,MALE,金融/證券/保險業,31-35,32.3,台北市內湖區,台灣,台北市
